wl,FSS99,FSS80,FSS60,FSS40,FSS20,FSS10,FSS5,FSS2
562,93.59582449,79.57698729,63.40676422,51.22078963,10.45094751,5.763049609,1.632172413,3.118052721
563,93.5844007,79.56278803,63.38750436,51.21544929,10.4327777,5.743881557,1.619155622,3.113428041
564,93.62399131,79.56259793,63.44252871,51.24690479,10.43751382,5.728013648,1.613978919,3.132625853
565,93.64075115,79.60549844,63.43509977,51.20924274,10.42969668,5.707240815,1.614796704,3.148607091
566,93.6096223,79.58736366,63.407355,51.20916438,10.44310727,5.732094982,1.631143483,3.16112354
567,93.60935811,79.60680892,63.39485437,51.2169535,10.44833126,5.727029353,1.62175808,3.159314784
568,93.58007683,79.55745878,63.36091486,51.23374831,10.44392848,5.733764258,1.617513965,3.155691608
569,93.65104136,79.59697778,63.35990852,51.28257591,10.44271383,5.733826416,1.609551246,3.157211344
570,93.64433651,79.62710125,63.36911545,51.30726844,10.43070955,5.730130665,1.610852299,3.170312679
571,93.65482397,79.65238394,63.42972078,51.30381772,10.44248303,5.744069504,1.626835352,3.189895115
572,93.6309002,79.66513401,63.46519714,51.31406458,10.46197928,5.747940224,1.645754291,3.200341441
573,93.6189579,79.70368635,63.46297009,51.32861082,10.47371015,5.753370184,1.655062586,3.203203701
574,93.6653749,79.71875558,63.41736689,51.26488354,10.48097434,5.77313752,1.672649826,3.218439315
575,93.70277892,79.72519818,63.38119114,51.27222516,10.48872172,5.784128313,1.681890534,3.225773742
576,93.74348856,79.76643286,63.32542634,51.22310108,10.49581457,5.79279413,1.688393881,3.218004066
